1	micro_avg: 0.114, macro_avg: 0.114, cola_mcc: 0.114, cola_accuracy: 0.676
1	micro_avg: 0.000, macro_avg: 0.000, glue-diagnostic_lex_sem: 0.071, glue-diagnostic_lex_sem__Lexical entailment;Quantifiers: 0.000, glue-diagnostic_lex_sem__Symmetry/Collectivity: 0.000, glue-diagnostic_lex_sem__Named entities: 0.000, glue-diagnostic_lex_sem__Lexical entailment;Factivity: 0.000, glue-diagnostic_lex_sem__Factivity;Quantifiers: 0.000, glue-diagnostic_lex_sem__Morphological negation: -0.160, glue-diagnostic_lex_sem__Quantifiers: 0.145, glue-diagnostic_lex_sem__Lexical entailment: 0.000, glue-diagnostic_lex_sem__Factivity: -0.040, glue-diagnostic_lex_sem__Redundancy: 0.000, glue-diagnostic_pr_ar_str: 0.113, glue-diagnostic_pr_ar_str__Prepositional phrases: 0.139, glue-diagnostic_pr_ar_str__Ellipsis/Implicits;Anaphora/Coreference: 0.000, glue-diagnostic_pr_ar_str__Anaphora/Coreference;Prepositional phrases: 0.000, glue-diagnostic_pr_ar_str__Anaphora/Coreference: 0.084, glue-diagnostic_pr_ar_str__Active/Passive: 0.160, glue-diagnostic_pr_ar_str__Core args;Anaphora/Coreference: -0.671, glue-diagnostic_pr_ar_str__Nominalization;Genitives/Partitives: 0.000, glue-diagnostic_pr_ar_str__Nominalization: 0.000, glue-diagnostic_pr_ar_str__Datives: 0.000, glue-diagnostic_pr_ar_str__Core args: 0.000, glue-diagnostic_pr_ar_str__Relative clauses: 0.157, glue-diagnostic_pr_ar_str__Restrictivity;Relative clauses: 0.000, glue-diagnostic_pr_ar_str__Restrictivity;Anaphora/Coreference: 0.000, glue-diagnostic_pr_ar_str__Relative clauses;Anaphora/Coreference: 1.000, glue-diagnostic_pr_ar_str__Genitives/Partitives: 0.000, glue-diagnostic_pr_ar_str__Intersectivity;Ellipsis/Implicits: 0.000, glue-diagnostic_pr_ar_str__Relative clauses;Restrictivity: 0.000, glue-diagnostic_pr_ar_str__Ellipsis/Implicits: 0.319, glue-diagnostic_pr_ar_str__Coordination scope;Prepositional phrases: 0.000, glue-diagnostic_pr_ar_str__Active/Passive;Prepositional phrases: 0.000, glue-diagnostic_pr_ar_str__Restrictivity: -0.171, glue-diagnostic_pr_ar_str__Intersectivity: 0.032, glue-diagnostic_pr_ar_str__Coordination scope: 0.164, glue-diagnostic_logic: 0.057, glue-diagnostic_logic__Existential;Upward monotone: 0.000, glue-diagnostic_logic__Disjunction;Non-monotone: 0.000, glue-diagnostic_logic__Disjunction: -0.120, glue-diagnostic_logic__Negation: -0.180, glue-diagnostic_logic__Negation;Conditionals: 0.000, glue-diagnostic_logic__Universal: 0.558, glue-diagnostic_logic__Universal;Negation: 0.000, glue-diagnostic_logic__Intervals/Numbers: 0.151, glue-diagnostic_logic__Existential: 0.261, glue-diagnostic_logic__Existential;Negation: 0.000, glue-diagnostic_logic__Upward monotone: 0.000, glue-diagnostic_logic__Temporal: 0.000, glue-diagnostic_logic__Non-monotone: 0.000, glue-diagnostic_logic__Conjunction: 0.000, glue-diagnostic_logic__Disjunction;Conjunction: 0.000, glue-diagnostic_logic__Downward monotone;Conditionals: 0.000, glue-diagnostic_logic__Double negation: -0.008, glue-diagnostic_logic__Temporal;Conjunction: 0.000, glue-diagnostic_logic__Conjunction;Upward monotone: 0.000, glue-diagnostic_logic__Disjunction;Negation: -0.447, glue-diagnostic_logic__Temporal;Intervals/Numbers: 0.000, glue-diagnostic_logic__Conditionals: 0.014, glue-diagnostic_logic__Disjunction;Conditionals;Negation: 0.000, glue-diagnostic_logic__Downward monotone: 0.086, glue-diagnostic_logic__Conjunction;Negation: 0.000, glue-diagnostic_logic__Downward monotone;Existential;Negation: 0.000, glue-diagnostic_logic__Universal;Conjunction: 0.000, glue-diagnostic_logic__Intervals/Numbers;Non-monotone: 0.000, glue-diagnostic_logic__Double negation;Negation: 0.000, glue-diagnostic_knowledge: 0.124, glue-diagnostic_knowledge__World knowledge: 0.080, glue-diagnostic_knowledge__Common sense: 0.135, glue-diagnostic_all_mcc: 0.108, glue-diagnostic_accuracy: 0.443
1	micro_avg: 0.624, macro_avg: 0.624, mnli_accuracy: 0.624
1	micro_avg: 0.813, macro_avg: 0.813, mrpc_acc_f1: 0.813, mrpc_accuracy: 0.772, mrpc_f1: 0.853, mrpc_precision: 0.763, mrpc_recall: 0.968
1	micro_avg: 0.738, macro_avg: 0.738, qnli_accuracy: 0.738
1	micro_avg: 0.761, macro_avg: 0.761, qqp_acc_f1: 0.761, qqp_accuracy: 0.782, qqp_f1: 0.740, qqp_precision: 0.660, qqp_recall: 0.842
1	micro_avg: 0.578, macro_avg: 0.578, rte_accuracy: 0.578
1	micro_avg: 0.794, macro_avg: 0.794, sst_accuracy: 0.794
1	micro_avg: 0.775, macro_avg: 0.775, sts-b_corr: 0.775, sts-b_pearsonr: 0.775, sts-b_spearmanr: 0.774
1	micro_avg: 0.563, macro_avg: 0.563, wnli_accuracy: 0.563
